L1,L2,L3
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cc1cccnc1Nc1cc([C@H]2CCCN(C(=O)/C=C/c3c(C)nn(C)c3C)C2)ccn1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C#Cc1ccc(CCc2ccnc(-c3cc(CCc4ccc(C#CC)s4)ccn3)c2)s1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Cc1ccc(-c2ccc(CN3c4ccccc4OCCOCCOCCOCCOCCOc4ccccc43)cn2)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CNC(=O)c1cnc(Nc2ccc(N3CCNCC3)cn2)cc1Nc1ccccc1OC
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(F)ccc1-c1cc(Nc2cc(CSCCNC(=O)O)ccn2)ncc1F
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc(O)c2ncccc12
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccnc(-c2cc(CC[Si](C)(C)CCc3ccnc(-c4cc(C)ccn4)c3)ccn2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=C(COc1ccc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc1[N+](=O)[O-])Nc1cccc(F)c1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCC(=O)c1cnc(N(C)c2ccc(S(=O)(=O)NC)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)cc([N+](=O)[O-])c2OCC(=O)Nc2ccccc2C)cc1C(C)C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2c(c1)c1c(n2-c2ccc(-c3ccc(-c4ccc(-c5cc6ccccc6c6ccccc56)cn4)nc3)cc2)C=NCC1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc([N+](=O)[O-])ccc2OCC(=O)OC(C)C)cc1C(C)C
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCCN(CCC)c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cn1c(-c2ccc(C(c3ccc(-c4nc5c6cccnc6c6ncccc6c5n4C)cc3)(c3ccc(-c4nc5c6cccnc6c6ncccc6c5n4C)cc3)c3ccc(-c4nc5c6cccnc6c6ncccc6c5n4C)cc3)cc2)nc2c3cccnc3c3ncccc3c21
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,NCCCc1ccnc(-c2cc(CCCN)ccn2)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1ccnc(-c2cc(C(=O)NC3CC(C(=O)O)N(C(=O)CCc4ccc(CP(=O)(O)O)cc4)C3)ccn2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCOc1cc(C=Nn2c(-c3cc(OC)c(OC)c(OC)c3)nc3ccccc3c2=O)ccc1OC(=O)c1cc(OC)c(OC)c(OC)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCCCCC[Si](O)(CCCCCC)c1ccc(-c2ccc([Si](O)(CCCCCC)CCCCCC)cn2)nc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(N/N=C/c1ccc(O)c2ncccc12)c1ccccc1Oc1ccccc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,C=CCc1cc(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)cc(OCC)c1OCc1ccccc1Cl
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(OCC(=O)O)c(OC)c2)cc1C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ncc(C#N)cc2F)cc1NC1COC1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1cc(C=Nn2c(-c3cc(OC)c(OC)c(OC)c3)nc3ccccc3c2=O)ccc1OC(=O)c1ccc(Br)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(N(C)C)cc2Oc2ccc([N+](=O)[O-])cn2)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1ccc(C(=O)Oc2c(C=Nn3c(-c4ccccc4)nc4ccccc4c3=O)cccc2[N+](=O)[O-])cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C=NO)ccn2)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C=CCc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc(OC)c1O[C@H](C)CC
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCC(=O)c1cnc(Nc2ccc([C@H](C)N3CC(O)C3)cn2)cc1N(C)c1cccc(-c2ncn(C)n2)c1OC
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COC(=O)c1ccc(NC(=S)Nc2ccc3nc4c5cccnc5c5ncccc5c4nc3c2)cc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(OCc3ccccc3F)c(Cl)c2)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COC(=O)c1ccnc(-c2cc(C)ccn2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1cc2c(cc1Nc1nccc(Nc3cccnc3-c3ccccn3)n1)OCCO2
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCCCCCCCCC(=O)N(c1ccccn1)c1ccccn1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cc1cccnc1N(C(=O)[C@H]1C[C@H]2C=C[C@@H]1C2)c1ccccn1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)cs3)c3nc4c5cccnc5c5ncccc5c4nc23)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=C(Nc1ccnc(Nc2ccc(N3CCOCC3)cn2)c1)c1c(Cl)cccc1Cl
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CN(C)c1ccnc(-c2cc(N(C)C)ccn2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COCCNC(=O)c1ccc(-c2ccccn2)nc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCC1(C#N)CCN(c2ccnc(Nc3cc(C)c(C(=O)OC(C)(C)C)cn3)c2)C1=O
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(I)c(OCC#N)c(OC)c2)cc1C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCN(CC)Cc1ccnc(-c2ccccn2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=[N+]([O-])c1ccc(O)c2nccc(-c3cccnc3)c12
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)c(Br)c(Cl)c1Oc1ccc([N+](=O)[O-])cn1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,C[Si](C)(C)c1ccc(-c2ccc(-c3ccc(-c4ccnc(-c5ccccn5)c4)cc3)cc2)cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,NC1(c2ccc(O)c3ncccc23)CCCC1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCCCCCC/C=C\c1ccnc(-c2ccccn2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cccc([N+](=O)[O-])c2OCC(=O)OC(C)C)cc1C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COCNC(=O)c1ccc(-c2ccccn2)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=S(=O)([O-])c1cccnc1-c1ccc(Cl)cn1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCCCCCCCc1cccnc1-c1ccccn1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CSCCNC(=O)c1ccc(-c2ccc(C(=O)NCCSC)cn2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=C(Cl)c1ccnc2c(O)cccc12
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CC[n+]1cccc2cccc(O)c21
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cccc(/C=N/n2c(-c3ccccc3C)nc3ccccc3c2=O)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc([N+](=O)[O-])ccc2OCc2cccc(F)c2)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O=C(N/N=C\c1ccc(O)c2ncccc12)c1ccccc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Oc1ccc(C(O)CCN2CCNCC2)c2cccnc12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Oc1ccc(-c2ccc(O)cn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O=C(/C=C/c1ccc2c(c1)OCO2)OCc1ccnc(-c2cc(COC(=O)/C=C/c3ccc4c(c3)OCO4)ccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C=Nn2c(-c3cc(OC)c(OC)c(OC)c3)nc3ccccc3c2=O)ccc1OC(=O)c1ccccc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1c(Nc2cc(Nc3cc(C#N)ccn3)ncc2C(=O)C2CC2)cccc1-c1ncn(C)n1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CN(C)C/C=C/C(=O)N1CCCC(Cc2ccnc(Nc3ccccn3)c2)C1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(N(c2ccccn2)c2c3ccccc3cc3ccccc23)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,NC(=O)c1cnc(Nc2ccc(C3CCN(O)CCC3=O)cn2)cc1NCc1c(F)ccc(F)c1F
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Fc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c(F)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1cc(-c2ccc(CNCC(O)c3ccc(C)c(COC=O)c3C)cn2)ncc1C#N
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CNC(=O)c1cnc(Nc2ccc(C)cn2)cc1N[C@H]1CCC[C@@]1(C)F
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)cc([N+](=O)[O-])c2OCc2ccccc2)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1cc(C(=O)Oc2ccc(Br)cc2C=Nn2c(-c3cc(OC)c(OC)c(OC)c3)nc3ccccc3c2=O)cc(OC)c1OC
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,C=Nc1ccc(N=Nc2ccc(O)c3ncccc23)cc1-n1ncc(C#N)c1N
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1cc(Cl)c(OCc2ccccc2Cl)c(Cl)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOC(=O)[C@@H](C)Oc1c(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cccc1[N+](=O)[O-]
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(I)c(OCc3cccc(F)c3)c(OC)c2)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,N#CC1CN(C(=O)c2ccnc(Nc3cc(NCc4ccccc4F)c(C=N)cn3)c2)C1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCC(C)c1ccc(Nc2ccc(C(C)CC)cn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCCCNc1ccnc(-c2cc(C)ccn2)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1ccnc(-c2ccccn2)c1-c1c2ccccc2c(-c2c(C)ccnc2-c2ccccn2)c2cc(-c3ccccc3)ccc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=[N+]([O-])c1cc(C#Cc2ccc(S)cc2)cnc1-c1ncc([CH+]C=C2C=CC(=S)C=C2)cc1[N+](=O)[O-]
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCCCCCCCCCCCCCCCCC[n+]1ccccc1-c1cccc[n+]1CC
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cc(Br)cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)c1OCc1ccc(Cl)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc([N+](=O)[O-])c1OCC(=O)Nc1ccccc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccc(O)c3ncccc23)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=C(O)c1cccc(COc2c(C=Nn3c(-c4cccc(C(F)(F)F)c4)nc4ccccc4c3=O)cccc2[N+](=O)[O-])c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)ccc1OC(C)C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C#CCOc1c(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)cc(Cl)cc1OC
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,N#Cc1ccnc(Nc2cc(-c3nc(N4CCC(O)CC4)c4c(C5CC5)cncc4n3)ccn2)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOP(=O)(OCC)c1ccc(-c2ccc(-c3ccc(-c4ccccn4)nc3)s2)s1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=C(O)C1CCN(c2ccnc(-c3ccccn3)c2)CC1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CC1(C)CN(c2ccc(SC(F)(F)F)cc2)CN1Cc1ccnc(Nc2ccccn2)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=C(N(c1ccccn1)c1ccccn1)C12CC3CC(C1)CC(c1ccc(Cl)cc1)(C3)C2
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(CCc1ccc(F)cc1)NCc1ccc(-c2ccccn2)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCOC(=O)[C@H](C)Oc1c(Cl)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1Cl
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2c(c1)c1cccnc1c1ncc(-c3cnc4c(c3)c3nccnc3c3cccnc34)cc21
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,C1=CC(c2ccnc(-c3cc(-c4ccccc4)ccn3)c2)=CCC1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cc(Cl)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)c1OCC(=O)N1CCOCC1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccc(Oc2ccnc(Nc3ccccn3)c2)c(-c2ccccn2)n1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C#CCN(CC#C)c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(C=Nn2c(-c3ccc(Cl)cc3Cl)nc3ccccc3c2=O)ccc1OC(=O)c1ccc(Br)cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CC1(C)c2ccccc2-c2cc3c4ccccc4n(-c4ccc(-n5c(-c6ccc7c(c6)c(-c6ccccc6)c(-c6ccccc6)n7-c6ccccc6)nc6c7cccnc7c7ncccc7c65)cc4)c3cc21
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,FC(F)(F)c1ccc(-c2ccccn2)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccc(-c3nnc(-c4cccc(C5NNC(c6ccc(-c7ccccn7)nc6)O5)c4)o3)cn2)nc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(N(C)C)cc2OCc2ccccc2C#N)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Oc1ccc(CNc2ccc(F)cc2)c2ccc[nH+]c12
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc(OC)c1OCC(=O)Nc1cccc(F)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccc(N3c4ccccc4-c4ccccc4-c4ccc5ccoc5c43)cn2)nc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=S1(=O)C(c2ccc(-c3ccccn3)nc2)=C2CCCC2=C1c1ccc(-c2ccccn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCC1=CN(C)C(/C=C/c2ccc(O)c3ncccc23)C=C1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ncc(C#N)cc2F)cc1Nc1cccc(CO)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCCCC(=O)c1ccnc(-c2ccccn2)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(OC)c(OCc3ccc4c(c3)OCO4)c(Br)c2Br)cc1C(C)C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CC1(C)CCc2nc3c(F)cc(-c4cc(Nc5ccc(CN6C7CCC6CNC7)cn5)ncc4F)cc3n21
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5ccc(-c6ccc7c(c6)C(CCCCCC)(CCCCCC)c6cc(-c8ccc9c(c8)C(CCCCCC)(CCCCCC)c8ccccc8-9)ccc6-7)c6nc7c8cccnc8c8ncccc8c7nc56)ccc3-4)cc21
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCOc1cc(OCC)c(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1Br
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccc(-c3c4ccccc4c(-c4cc(-c5ccccn5)nc5c4ccc4cccnc45)c4ccccc34)cn2)nc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,N#Cc1cc(Nc2cc(N3CC[C@@](C#N)(C4CC4)C3=O)ccn2)ncc1N1CCOCC1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CC(C)(C)c1ccc(N(c2cc(C(C)(C)C)ccn2)c2cc(C(C)(C)C)ccn2)cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCCCc1ccc(CCCC)c2nc3c4cccnc4c4ncccc4c3nc12
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccnc(-c2cc(C#Cc3ccncc3)cc[n+]2C)c1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O=c1c2ccccc2nc(-c2ccccc2)n1N=Cc1cc(Cl)cc(Br)c1OCc1cccc(F)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1ccc(N(c2ccc(-c3ccc(N(c4ccccn4)c4ccc(C)cn4)cc3)cc2)c2ccccn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,N#C[C@@]1(C2CC2)CCN(c2ccnc(Nc3ccccn3)c2)C1=O
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOC(=O)[C@@H](C)Oc1c(Cl)cc(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)cc1Cl
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O=P(O)(O)c1ccc(-c2ccc(P(=O)(O)O)cn2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)c(Br)cc1OCC(=O)Nc1ccccc1F
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCCN(Cc1ccccc1)C(=S)Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,O=[N+]([O-])c1ccc(N(c2ccccn2)c2ccccn2)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cc(Cl)c1OCc1cccc(C)c1
