L1,L2,L3
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Cc1ccc(N=Nc2ccc(O)c3ncccc23)cc1C
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Oc1ccc(Cn2cnc(-c3ccccc3)c2)c2cccnc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1ccnc(-c2cc(Br)ccn2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1cccc(COc2ccc([N+](=O)[O-])cc2C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)c1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(OCC(=O)O)cc2)cc1C(C)C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(O)CN(CC(=O)O)C(=O)c1ccc(-c2ccc(C(=O)N(CC(=O)O)CC(=O)O)cn2)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cc1ccc(COc2ccc(C=Nn3c(-c4ccccc4)nc4ccccc4c3=O)cc2I)cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,N#Cc1ccc(N2CCC[C@H](Nc3cc(Nc4ccccn4)ncc3C(N)=O)C2)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,N=C(CC(=N)c1cccc(C(=N)OC(=N)c2ccc(-c3ccccn3)nc2)c1)c1ccc(-c2ccccn2)nc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(COc1cccc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)c1)Nc1ccccc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,N#Cc1cccnc1N(c1ccccn1)[N+](=O)[O-]
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)c(OCc3ccc(C(=O)O)cc3)c([N+](=O)[O-])c2)cc1C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,NCC(CC(=O)Nc1ccc(-c2cc(C(N)=O)ccn2)nc1)c1ccccc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCOc1cc(C=Nn2c(-c3cc(OC)c(OC)c(OC)c3)nc3ccccc3c2=O)ccc1OC(=O)c1ccc(Br)cc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1ccc(-c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2C)c2nc3c4cc(Br)cnc4c4ncccc4c3nc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cncc2nc(-c3ccnc(Nc4ccccn4)c3)nc(N3CCNCC3)c12
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Oc1ccc(N=Nc2ccc3c(c2)OCO3)c2cccnc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Oc1ccc(-c2cc(O)c3ncccc3c2)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,OCCN(c1ccccn1)c1ccccn1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(N3CCCC3)cc2C)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1cnc(-c2ccccn2)c(-c2ccccn2)c1-c1ccccc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(OC)c(OCC(=O)Nc3cccc(F)c3)c(Br)c2Br)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc(I)c1OCc1cccc([N+](=O)[O-])c1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CNc1cccnc1-c1ncccc1N
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1cc(Cl)cc(Br)c1OCc1cccc(F)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=C(CCCCCCN(c1ccccn1)c1cc(-c2ccccc2)ccn1)NO
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCC(=O)c1cnc(Nc2ccc(O[C@@H]3CCN(C)C3)cn2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCOc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc(I)c1O[C@@H](C)CC
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,N#Cc1ccc(N2CC[C@@H](Nc3cc(Nc4ccc(C(F)(F)F)cn4)ncc3C(N)=O)[C@H](CO)C2)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CC(CCN)c1ccc(O)c2ncccc12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)cc(OC)c2O[C@@H](C)C(=O)OC)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1cc(Br)c(OCc2ccc(F)cc2)c([N+](=O)[O-])c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COC1=C2C(=CN(c3ccnc(Nc4cc(C#N)ccn4)c3)C=C2N2CCNCC2)CC=N1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=CCc1ccnc2c(O)cccc12
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccc(F)c(NCC(=O)N2CCC(c3ccnc(Nc4ccccn4)c3)CC2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,C=COC(=O)c1ccc(C=Cc2ccnc(-c3cc(C=Cc4ccc(C(=O)OCC)s4)ccn3)c2)s1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCOc1cc(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)ccc1OCC(=O)Nc1ccc(Cl)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc(P(Cc2cccnc2-c2ncccc2CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1cnc(Nc2cc(OC(F)(F)F)ccn2)cc1C(=O)N1CCCC(F)(F)C1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CNC(=O)c1ccccc1Nc1cc(Nc2ncccc2C)ncc1C(F)(F)F
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCN(CC)C(=O)[C@@H]1CCCN(C(=S)Nc2ccc3nc4c5cccnc5c5ncccc5c4nc3c2)C1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cccc([N+](=O)[O-])c2OCC(N)=O)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)ccc1OCc1ccc(Br)cc1Br
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc(-c3cc(-c4cccc(-n5c6ccccc6c6c7oc8ccccc8c7ccc65)c4)ccn3)c2)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCC(=O)c1cnc(Nc2ccc(OCC(C)(C)OC)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C=CCc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc(OCC)c1O
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCOc1c(OC)cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)c(Br)c1Cl
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,C#CCOc1c(Cl)cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc1OCC
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCOc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cc(I)c1OCC#N
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,O=[N+]([O-])c1cc(O)c2ncc(Br)cc2c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccc3c(c2)c2cc(N4c5ccccc5Oc5ccccc54)ccc2n3-c2cnc3c(c2)c2nccnc2c2cc(-c4cccc(-c5cnccn5)c4)cnc23)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CN(C)CCN(Cc1ccccc1)S(=O)(=O)c1ccc(O)c2ncccc12
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1cccnc1Nc1cc([C@H]2CCCN2Cc2ncc[nH]2)ccn1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)cc([N+](=O)[O-])c2OCc2ccc(Cl)cc2)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,C=CCN(CC=C)C(=O)c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCS(=O)(=O)c1cccnc1-c1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cn1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,SCCCCCCc1ccnc(-c2cc(CCCCCCS)ccn2)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,[C-]#[N+]/C=C\c1ccc(-c2ccnc(-c3cc(-c4ccc(/C=C\C#N)s4)ccn3)c2)s1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,O=c1c2ccccc2nc(-c2ccccc2O)n1Cc1ccc(O)c2ncccc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C1=CN(c2ccc(-c3ccccn3)nc2)c2cccc3cc4c(c1c23)c1ccccc1n4-c1cc2cccnc2c2ncccc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)c(Br)cc1OCC(=O)Nc1ccccc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,c1ccc2c(c1)c1ccccc1n2-c1ccnc(-c2cc(-n3c4ccccc4c4ccccc43)ccn2)c1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCc1cccnc1N(C)c1ccc(C2CNC2)cn1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc([N+](=O)[O-])c1OCc1ccc([N+](=O)[O-])cc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CN(C)c1ccc(C=Cc2ccc(CN(c3ccccn3)c3ccccn3)cc2)cc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C=C(C)c1cnc(-c2cc(Cl)ccn2)cc1Nc1ccncc1C(=O)NCC(C)O
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Nc1cccc(CN(c2ccccn2)c2ccccn2)n1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1ccc(C)cc1N=Nc1ccc(O)c2ncccc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1cc(Cl)c(OCc2ccc(F)cc2)c(Cl)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CC[C@H](C)Oc1c(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cc(Br)cc1OC
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=CNOc1ccnc(-c2cc(C(=O)NO)ccn2)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCC(O)c1ccnc(-c2cc(C)ccn2)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,C=Cc1cc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccccc4)cn3)nc2)ccc1C=N
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C=CCc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cc(OC)c1OCC(=O)OC
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CN(C)c1ccnc(-c2cc(N3CCCC3)ccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc(Br)c1OCC(=O)Nc1ccccc1C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O[n+]1ccccc1-c1cccc[n+]1O
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,N#Cc1ccnc(-c2ccc(-c3c4ccccc4c(-c4ccc(-c5cc(C#N)ccn5)nc4)c4cc5ccccc5cc34)cn2)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,COc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)c(Br)c(Cl)c1OCc1cccc(C)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1ccc(O)c2ncccc12
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CC(C)(C)c1cccc(-c2nccnc2-c2cccnc2-c2ncccc2-c2nccnc2-c2cccc(C(C)(C)C)n2)n1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,COc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)ccc1OCc1cccc(F)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1cccnc1Nc1cc(C2CCCN(C(=O)/C=C/CN(C)C)C2)ccn1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOC(=O)COc1c(Br)cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc1Br
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1cc(C)cc(-c2ccc(-c3ccccn3)nc2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,C=C1C=CC(C(N)=O)=C(c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)C1C#Cc1ccc(-c2ccccn2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccc(C(=O)NN)cc1S(C)(=O)=O
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCOc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)c(Br)c(Cl)c1OCc1ccc2c(c1)OCO2
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc(-c2ccc(Oc3ccc(Oc4ccc(-c5ccc(C)cn5)nc4)cc3)cn2)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCCCCCN=Cc1ccc(CCc2ccc(-c3ccc(CCc4ccc(C=NCCCCCC)nc4)cn3)nc2)cn1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCN1CC(NCc2ccc(-c3nc4ccc(Br)cc4c(=O)n3/N=C\c3ccc(Cl)c(C(F)(F)F)c3)cc2)CN1CC
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)c(Br)cc1O
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1cnc(-c2ncccc2C2CC3CCC2C3)c(C2CC3CCC2C3)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(Cc1ccccc1N1CCOCC1)c1ccc(-c2ccccn2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc(I)c1OCC(=O)Nc1ccccc1F
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C=NCC(C)(C)c1ccc(Nc2cc(C(C)=O)ccn2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Oc1ccc(CNc2ccc(Br)cc2)c2cccnc12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cccc(OC)c2OCC(=O)OC(C)C)cc1C(C)C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1c(Cl)cccc1NCC(=O)N1CCC(c2ccnc(Nc3ccccn3)c2)CC1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,c1ccc(Cn2c(-c3cccnc3-c3ncccc3-c3nc4ccccc4n3Cc3ccccc3)nc3ccccc32)cc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,[NH3+]Cc1ccc(-c2ccc(C[NH3+])cn2)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1cc(-c2ccccn2)ncc1N1CC2(CCC(c3ccccc3)(N(C)C)CC2)NC1=O
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc(I)c1OCC(=O)OC
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CN(c1ccccn1)c1ncc([N+](=O)[O-])cc1Cl
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1ccc(/C=C/c2ccnc(-c3cc(C)ccn3)c2)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,[2H]C([2H])([2H])NC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1S(C)(=O)=O
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)c(OCC(=O)N3CCOCC3)c(OCC)c2)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,N#CCOc1ccc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1I
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,c1ccc2oc(-c3ccc(-c4nc5c6cccnc6c6ncccc6c5[nH]4)cc3)nc2c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CC(C)(C)c1ccnc(-c2cc(P(=O)(O)O)ccn2)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCc1ccccc1-c1ccnc(-c2ccccn2)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)cc([N+](=O)[O-])c2OCc2ccc(Cl)cc2Cl)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,NCC(=O)Nc1ccc(-c2ccc(C(=O)O)cn2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cc(I)c1OCc1cccc(F)c1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CC[C@H](C)Oc1c(Cl)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1Br
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,C=CCOc1c(OC)cc(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)cc1OC
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)c(Br)cc1OCc1ccc(F)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CNC(=O)c1ccc(N(c2ccccn2)c2ccccn2)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCCCCCc1cc2sc(-c3ccnc(-c4cc(-c5cc6oc(CCCCCC)cc6s5)ccn4)c3)cc2o1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,C(#Cc1ccc(-c2ccc(C#Cc3ccc(-c4ccccn4)nc3)cn2)nc1)c1ccc(-c2ccccn2)nc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=C(c1ccco1)N(c1ccccn1)c1ccccn1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CN=C(c1cc(-c2cc(Nc3ccc(N4CCNCC4)cn3)ncc2F)ccc1N)C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COC(=O)[C@H](C)Oc1c(Cl)cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cc1Cl
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1ccccc1C=Nn1c(-c2ccccc2OC)nc2ccccc2c1=O
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CSc1ccccc1NC(=O)c1cccnc1-c1ccccn1
