UMAP1,UMAP2,Dataset
13.340849,5.006641,t
5.689555,5.6085777,t
-3.6248844,-0.004443849,t
13.343165,5.010707,t
-10.239914,-3.6445458,t
3.1328855,-9.973243,t
5.7500916,5.5924516,t
-3.520954,-0.03395825,t
3.8251066,4.1328444,t
0.38522083,3.3158221,t
-7.7464137,2.9055254,t
0.31894892,3.5592644,t
-7.747059,2.9059222,t
8.972813,-1.3585341,t
8.97245,-1.3546904,t
-7.07127,-0.5894671,t
-4.626477,12.533867,t
-7.0935984,-0.5760738,t
-4.6268945,12.538365,t
-7.0933547,-0.575693,t
-7.0950274,-0.5749955,t
-4.6263022,12.532695,t
-12.453811,1.3149434,t
-12.454048,1.3153083,t
8.973069,-1.3556716,t
8.973492,-1.35783,t
5.5069137,5.459126,t
5.565774,5.4796166,t
5.687097,5.495161,t
5.735168,5.488117,t
5.8965807,5.6199765,t
5.7511044,5.5928493,t
5.117954,5.02111,t
-0.653041,-4.668009,t
14.210761,3.234275,t
14.1845255,3.258183,t
14.185597,3.2586217,t
14.18526,3.257911,t
-3.86845,15.5642605,t
-9.336442,-4.421626,t
5.8809295,5.633958,t
1.1153905,2.1657305,t
8.002245,-10.152511,t
4.8993826,4.9471793,t
3.7217584,4.109287,t
3.9600723,3.6797955,t
5.99858,5.8717337,t
0.5532785,5.2555637,t
6.006185,5.8589454,t
0.5458496,5.2720428,t
5.457998,5.9023914,t
-3.3376646,-0.41782904,t
-3.8684719,15.564061,t
13.334681,4.9964046,t
-3.8674266,15.5637045,t
-3.8689249,15.564434,t
4.027203,3.718802,t
-9.336751,-4.4213333,t
4.526647,4.2155128,t
5.849493,5.475145,t
5.999408,5.852751,t
5.9650373,5.8337884,t
4.907203,4.932144,t
-5.2484217,8.283553,t
-5.251945,8.290379,t
-9.336947,-4.4212365,t
5.8714976,5.3793845,t
3.765513,3.867488,t
3.761011,3.8730364,t
6.0299654,5.690584,t
3.735179,3.892271,t
3.7934217,3.9297767,t
6.024736,5.2990513,t
5.9362893,5.628991,t
5.7369065,5.5903087,t
5.999371,5.3789725,t
4.8901854,4.288952,t
4.902488,4.29624,t
4.860609,4.283027,t
4.3278604,4.5013323,t
-9.336991,-4.4215446,t
6.004615,5.3491993,t
5.9660096,5.868493,t
6.011118,5.8418527,t
4.69004,4.7010946,t
5.0947313,5.0341806,t
-5.255353,8.29238,t
1.3541462,3.5609548,t
-0.655185,-4.671504,t
4.824292,0.83607024,t
