UMAP1,UMAP2,Dataset
-7.2016506,6.7318206,g
5.7439694,6.1218414,g
0.4235185,-6.209304,g
0.97264063,2.4534154,g
5.583754,-2.533693,g
1.2337931,2.9227247,g
-0.13932624,2.1773834,g
4.39241,14.50378,g
-0.27728918,-3.929777,g
-7.1946673,6.3200035,g
9.069858,-8.53506,g
-0.07132451,0.054698694,g
0.4835765,1.7974639,g
-6.925697,3.5224137,g
-5.678162,2.5963726,g
5.8310122,5.581464,g
5.500088,1.7237843,g
11.515325,2.5584667,g
3.2932096,7.693881,g
-6.9255986,4.1970425,g
-5.3438234,14.335848,g
12.023972,4.619435,g
-1.755749,12.318245,g
3.3930707,-8.569705,g
3.6241364,-6.089056,g
-4.345425,-1.3081778,g
-2.4945354,14.1465645,g
-1.556735,6.672356,g
13.281362,3.9521716,g
-11.807196,-0.44454637,g
-5.7213492,4.854571,g
-2.279415,-6.238688,g
4.779179,3.6580067,g
1.2488815,13.302165,g
10.779837,5.6116734,g
3.891889,2.8457983,g
-5.994177,2.0468693,g
8.7626705,-0.1510658,g
2.8053167,9.797546,g
2.172508,-0.99675506,g
2.0965276,15.239478,g
1.1206609,-2.0171888,g
-7.008549,3.9221306,g
2.1510155,1.0644448,g
-5.2110825,8.246302,g
5.6724663,11.717631,g
-6.880475,3.2701786,g
-2.494226,14.17813,g
-1.3692822,-3.1458883,g
-7.4721417,0.43973157,g
4.8580103,6.1558914,g
11.425508,1.1419289,g
4.541089,-3.0528262,g
0.22136045,6.8906784,g
6.353308,-5.7218003,g
3.867824,-6.0218253,g
11.033813,-2.1734087,g
0.19406645,-1.1176773,g
1.5220768,11.001487,g
-2.3904254,-2.5490956,g
3.3997402,4.7291245,g
-2.7040863,1.6579416,g
-4.831931,-1.8883827,g
-1.0302534,2.985886,g
-4.298605,4.4108047,g
4.9850082,-3.9008355,g
7.543292,6.607653,g
-0.6458055,13.758111,g
12.998596,7.5188913,g
2.342479,-1.3739574,g
6.0346494,10.811592,g
5.635125,2.2343044,g
-2.2671173,1.7866898,g
4.7813454,8.773794,g
1.2659849,6.2806396,g
13.9292,1.9404736,g
-4.999352,-2.5773737,g
2.8019478,-9.277776,g
6.7652807,0.8956832,g
5.138931,4.242276,g
-1.6891392,9.847584,g
4.551484,3.0865963,g
-1.2948018,-7.724422,g
-4.7692227,12.733499,g
10.403784,-1.7667161,g
-0.69390357,6.78813,g
0.4545372,2.7221296,g
-1.6678461,9.839372,g
7.478628,5.2251043,g
1.6212293,12.572473,g
-5.4743,7.9294763,g
6.723168,2.2060225,g
6.2436094,-2.840067,g
1.1130884,1.1475369,g
11.880016,8.571873,g
-1.6463672,-4.0755787,g
0.85983187,5.8571396,g
4.3523827,6.069841,g
5.789803,3.2949255,g
-6.3478975,4.8427095,g
-2.1413991,-7.083672,g
7.5134764,4.435064,g
3.9934719,2.529197,g
-2.3272436,6.0293975,g
7.6040688,6.564929,g
4.443762,6.685897,g
1.8873851,-1.4315474,g
0.48315385,5.539836,g
3.1948893,3.5002134,g
-1.2585766,-0.9413572,g
1.4261377,16.28162,g
-2.637372,4.236017,g
-1.7581758,-2.9509952,g
5.5388246,-0.5904065,g
10.441391,5.4569335,g
2.5177195,3.294867,g
0.6180928,11.75945,g
7.642433,1.1303226,g
7.688575,6.5838847,g
-0.7551774,11.986701,g
7.5195413,4.2694616,g
-3.535579,2.9909227,g
4.7984905,8.753604,g
-1.7566489,-2.939215,g
-3.9318771,3.7609656,g
-0.9719712,1.1016669,g
-7.5150623,4.774078,g
-4.9117002,2.3175988,g
-2.3607337,5.930064,g
-3.899492,3.7408714,g
-0.039654877,-2.3236132,g
5.5422797,-2.5498085,g
6.4898963,6.952523,g
6.824073,-3.6625276,g
10.087632,4.830308,g
-6.8548574,-2.528031,g
1.9521391,-4.007491,g
9.4495125,1.5331782,g
-4.4600897,7.644932,g
4.546301,4.249713,g
1.4327871,11.899376,g
1.6365303,4.612162,g
-2.1487436,-0.48691538,g
-3.6523623,7.969461,g
1.1192461,11.992392,g
-4.274254,6.9046574,g
-7.064947,11.0143385,g
-3.6624558,-1.6649973,g
-6.071848,8.374079,g
-8.044653,-5.2212133,g
9.115412,9.12517,g
0.3956802,6.8367877,g
3.320677,2.1236467,g
5.2514806,-2.3941946,g
-1.1127025,3.2533991,g
-1.5905209,3.4075074,g
5.5943046,-4.966308,g
3.5373888,3.2141616,g
-0.99215,0.6801965,g
-4.612591,2.0565643,g
5.535172,7.6113977,g
6.0320897,1.5836065,g
-4.4880853,-0.42388332,g
5.613239,9.980214,g
3.1740804,13.828943,g
-2.6842537,-0.52781385,g
10.62415,0.32354975,g
-2.2756243,9.5219555,g
-3.0645294,11.531782,g
-0.78895324,12.3895645,g
5.943136,8.214603,g
6.9901505,-0.7454323,g
0.7908798,-5.6385493,g
0.38803074,2.3216739,g
1.3085033,-5.269044,g
-7.8585005,6.592838,g
9.267481,3.1829534,g
-1.2850848,4.681211,g
1.5705512,-4.7378716,g
0.04094207,0.6376554,g
-1.3708892,8.170544,g
5.2714944,0.5255684,g
2.9640498,-9.121105,g
4.6304593,5.6185837,g
4.574981,0.26366392,g
0.4093809,7.0205445,g
-4.099967,1.6556402,g
2.6121783,15.008459,g
8.581599,-4.7751203,g
3.480382,4.366701,g
13.96124,1.8455836,g
4.614112,9.153139,g
-2.1479115,1.3334376,g
-0.9652838,1.3920065,g
-6.076527,8.363568,g
9.88123,4.579351,g
3.6477866,-10.048518,g
12.274077,3.4607801,g
3.1139038,-2.3179984,g
-5.752715,5.7743845,g
-1.4641078,13.007192,g
-3.5686314,-0.01467976,g
4.4612546,1.2677257,g
6.9445605,7.5804663,g
-1.404486,2.896034,g
-2.0401077,11.668838,g
5.4566293,1.6255441,g
4.950499,9.797535,g
5.111644,5.9459267,g
-2.7138872,6.2849073,g
4.8856654,2.0791912,g
-1.8344916,-8.393769,g
2.0730572,9.452087,g
2.5152335,4.63343,g
6.485089,1.9185531,g
-0.61830634,-0.59614134,g
1.029171,2.3515432,g
-2.9629006,6.6663866,g
-1.5292375,6.7065277,g
-6.3036914,-5.8834343,g
-0.089348234,8.7250185,g
9.304748,4.470355,g
3.7809699,-0.25940847,g
4.9074774,1.2680056,g
4.4149528,3.1538086,g
-7.5620685,-0.46485865,g
2.0326593,-3.8827102,g
-1.2992643,4.305903,g
-0.38570672,3.8129158,g
5.76786,5.629808,g
-4.814163,7.670351,g
-3.8036788,-4.352202,g
6.617809,2.0394285,g
4.609154,3.352274,g
-2.9464517,2.0284388,g
-2.6402593,6.566453,g
-4.523016,-1.7144586,g
4.6952686,12.506756,g
-2.5943818,1.0694222,g
-1.9582585,1.4902543,g
-0.6187976,3.4770727,g
0.40387824,-0.20894311,g
0.026901418,0.28649065,g
-3.0020387,1.1979275,g
-3.115022,4.9779077,g
9.402097,-0.76192164,g
9.530528,-0.064661756,g
4.1776395,3.8807395,g
2.8789303,-7.218504,g
-1.471245,0.6464222,g
4.666465,-3.1507485,g
0.7256534,1.2938752,g
9.161624,8.578847,g
7.684688,0.40146384,g
-2.9500172,5.085241,g
4.1355276,-0.15176885,g
8.266967,-0.53412837,g
0.50886756,2.6722581,g
-4.8211827,-6.310015,g
6.0598288,-1.0543641,g
7.6962333,1.9794886,g
-2.6819348,6.4437165,g
-0.1887466,10.920078,g
0.16095513,2.551547,g
-3.4579089,6.2652345,g
4.86797,5.552934,g
-8.882822,-1.1230153,g
6.570317,2.152107,g
2.742662,5.4195466,g
13.385468,1.3944477,g
2.161999,14.772771,g
-5.458395,9.227665,g
4.5582848,4.0209975,g
2.9968889,10.176508,g
-5.243769,5.4294376,g
3.3165903,2.4653928,g
2.6476293,3.971246,g
5.67991,1.8789889,g
4.8693647,5.700404,g
2.745971,5.27048,g
5.771389,3.7565727,g
-2.5986147,3.8306587,g
7.1204014,2.0618615,g
-3.241964,1.8472208,g
-2.9086132,-3.2655346,g
4.7595487,3.5653074,g
-3.6955028,-5.2870607,g
5.580537,1.0990654,g
5.428504,0.8112273,g
5.80707,3.6915016,g
-9.690728,2.425295,g
-2.6850758,-5.004601,g
-9.284113,1.9317423,g
2.811708,4.253835,g
9.904538,3.2894037,g
1.8205088,-1.6972685,g
5.2609253,3.5965374,g
4.706684,3.1835175,g
-3.8275242,3.7536616,g
5.8151507,0.59900177,g
4.666596,3.603607,g
3.5252352,4.3626304,g
10.293805,9.842256,g
-0.22452553,12.782119,g
7.3546877,-1.087042,g
3.7092226,-5.716099,g
-2.1935623,0.80701214,g
0.21292113,8.090974,g
12.919205,0.6990542,g
-1.3211603,0.8021489,g
-8.442653,9.080845,g
4.376086,10.63427,g
0.85596615,3.1185274,g
-3.327478,4.3146076,g
-1.6743689,13.893047,g
1.2143155,3.123383,g
8.400942,-3.9799705,g
-6.379273,0.5824662,g
5.2684655,-7.6340623,g
-0.07958562,8.695031,g
5.840723,-7.362048,g
-7.259771,5.693177,g
9.493642,2.7276654,g
5.642805,7.524636,g
5.5138774,6.4339623,g
3.7306178,4.402862,g
-4.1004896,1.5428233,g
3.9818826,9.111391,g
-3.0967493,4.9245696,g
10.035333,0.55213904,g
-8.697526,-5.551109,g
-7.692299,4.329067,g
-4.5456195,7.4424715,g
6.66912,1.9926337,g
-1.8711411,2.7516317,g
5.0594683,9.255824,g
1.9442259,4.508342,g
4.2653437,-2.39297,g
1.683802,-0.40440696,g
7.9705973,7.5612803,g
3.7685986,2.304166,g
-4.241504,-5.651829,g
-1.8463329,2.4616787,g
0.9978033,1.3340937,g
4.2194076,2.002406,g
-5.7029204,8.785274,g
-5.429204,-3.2271588,g
-9.459067,-0.90626323,g
-0.2724721,13.179623,g
-6.123715,-7.973684,g
-2.896963,11.66166,g
6.103669,7.1605434,g
7.177765,-4.539203,g
-1.9786135,13.063146,g
